1,6
2,4
3,1
4,1
5,1
6,1
7,1
8,0
9,3
10,11
11,13
12,4
13,4
14,3
15,3
16,4
17,3
18,3
19,5
20,7
21,6
22,2
23,17
24,10
25,8
26,5
27,4
28,14
29,14
30,17
31,18
32,5
33,7
34,13
35,6
36,5
37,8
38,7
39,7
40,8
41,6
42,11
43,4
44,13
45,6
46,5
47,6
48,6
49,10
50,12
51,7
52,3
53,3
54,5
55,6
56,4
57,6
58,18
59,7
60,32
61,7
62,10
63,15
64,6
65,7
66,5
67,8
68,8
69,12
70,5
71,19
72,6
73,5
74,6
75,4
76,13
77,5
78,8
79,5
80,10
81,10
82,7
83,4
84,9
85,3
86,5
87,5
88,13
89,4
90,8
91,6
92,7
93,5
94,3
95,8
96,4
97,5
98,14
99,4
100,7
101,8
102,8
103,7
104,9
105,7
106,6
107,4
108,18
109,10
110,8
111,21
112,4
113,11
114,4
115,4
116,7
117,11
118,12
119,4
120,9
121,6
122,9
123,8
124,5
125,9
126,8
127,7
128,5
129,8
130,3
131,5
132,4
133,5
134,8
135,6
136,4
137,7
138,4
139,4
140,14
141,9
142,11
143,13
144,5
145,5
146,10
147,9
148,6
149,12
150,7
151,8
152,6
153,8
154,9
155,10
156,9
157,4
158,7
159,50
160,13
161,9
162,16
163,8
164,6
165,13
166,13
167,4
168,6
169,14
170,9
171,6
172,8
173,10
174,9
175,17
176,11
177,8
178,22
179,8
180,4
181,14
182,7
183,8
184,9
185,19
186,12
187,11
188,19
189,39
190,8
191,12
192,8
193,6
194,10
195,10
196,28
197,16
198,31
199,28
200,23
201,26
202,31
203,13
204,12
205,9
206,12
207,21
208,9
209,20
210,14
211,8
212,20
213,7
214,5
215,5
216,12
217,5
218,14
219,11
220,11
221,4
222,2
223,12
224,7
225,7
226,9
227,13
228,10
229,16
230,12
231,29
232,25
233,8
234,19
235,13
236,11
237,9
238,15
239,10
240,15
241,3
242,5
243,18
244,7
245,8
246,19
247,6
248,6
249,5
250,10
251,20
252,5
253,21
254,27
255,6
256,6
257,4
258,1
259,3
260,6
261,5
262,5
263,4
264,9
265,6
266,2
267,3
268,5
269,5
270,7
271,13
272,4
273,4
274,8
275,11
276,4
277,3
278,6
279,8
280,6
281,5
282,4
283,3
284,10
285,5
286,6
287,5
288,3
289,8
290,7
291,9
292,7
293,5
294,8
295,8
296,13
297,4
298,6
299,4
300,7
301,9
302,4
303,4
304,4
305,4
306,4
307,12
308,5
309,14
310,7
311,10
312,7
313,9
314,6
315,8
316,10
317,3
318,2
319,2
320,5
321,2
322,5
323,5
324,2
325,4
326,7
327,23
328,5
329,2
330,7
331,9
332,5
333,6
334,8
335,3
336,6
337,14
338,5
339,8
340,7
341,6
342,11
343,3
344,3
345,5
346,2
347,7
348,4
349,4
350,4
351,4
352,7
353,8
354,5
355,15
356,7
357,12
358,6
359,5
360,6
361,11
362,4
363,3
364,5
365,2
366,5
367,11
368,12
369,3
370,6
371,10
372,12
373,9
374,8
375,14
376,18
377,17
378,11
379,8
380,15
381,6
382,5
383,15
384,10
385,23
386,8
387,20
388,7
389,11
390,6
391,8
392,8
393,9
394,13
395,11
396,6
397,16
398,21
399,12
400,7
401,11
402,2
403,7
404,7
405,5
406,10
407,15
408,7
409,5
410,10
411,5
412,12
413,5
414,12
415,10
416,7
417,22
418,12
419,7
420,12
421,10
422,13
423,7
424,7
425,7
426,9
427,22
428,11
429,6
430,15
431,15
432,21
433,10
434,7
435,11
436,13
437,15
438,12
439,16
440,8
441,6
442,9
443,13
444,23
445,12
446,9
447,24
448,18
449,5
450,14
451,15
452,9
453,17
454,11
455,10
456,9
457,8
458,8
459,9
460,9
461,12
462,12
463,6
464,12
465,16
466,6
467,10
468,5
469,11
470,4
471,16
472,9
473,12
474,12
475,14
476,5
477,9
478,7
479,6
480,5
481,8
482,10
483,11
484,9
485,8
486,6
487,7
488,12
489,24
490,10
491,7
492,12
493,10
494,9
495,26
496,9
497,9
498,13
499,13
500,11
501,4
502,6
503,5
504,11
505,23
506,5
507,14
508,5
509,12
510,10
511,11
512,7
513,8
514,12
515,21
516,11
517,17
518,10
519,28
520,34
521,22
522,5
523,4
524,5
525,6
526,4
527,8
528,4
529,6
530,3
531,6
532,3
533,6
534,3
535,7
536,7
537,5
538,6
539,5
540,3
541,4
542,16
543,3
544,3
545,6
546,4
547,6
548,5
549,4
550,3
551,2
552,10
553,16
554,8
555,8
556,4
557,6
558,14
559,7
560,2
561,7
562,7
563,12
564,8
565,4
566,5
567,2
568,5
569,6
570,5
571,13
572,7
573,6
574,14
575,9
576,4
577,14
578,12
579,4
580,5
581,4
582,6
583,9
584,6
585,7
586,4
587,7
588,5
589,17
590,3
591,8
592,5
593,10
594,4
595,8
596,17
597,11
598,10
599,6
600,4
601,12
602,21
603,8
604,6
605,7
606,7
607,10
608,10
609,5
610,7
611,5
612,4
613,6
614,13
615,7
616,11
617,7
618,12
619,19
620,8
621,19
622,9
623,5
624,6
625,11
626,6
627,6
628,8
629,6
630,5
631,11
632,6
633,7
634,7
635,7
636,5
637,3
638,4
639,7
640,6
641,6
642,4
643,8
644,4
645,27
646,12
647,7
648,8
649,11
650,6
651,13
652,7
653,6
654,6
655,20
656,11
657,7
658,9
659,10
660,14
661,7
662,11
663,12
664,10
665,8
666,4
667,8
668,15
669,10
670,18
671,7
672,14
673,5
674,4
675,9
676,11
677,9
678,11
679,4
680,7
681,8
682,16
683,6
684,63
685,8
686,14
687,10
688,11
689,4
690,13
691,5
692,7
693,10
694,17
695,10
696,9
697,14
698,10
699,11
700,6
701,10
702,7
703,11
704,18
705,12
706,8
707,12
708,13
709,9
710,5
711,9
712,3
713,4
714,27
715,11
716,7
717,12
718,4
719,12
720,9
721,13
722,8
723,17
724,20
725,13
726,10
727,7
728,10
729,12
730,10
731,51
732,5
733,5
734,51
735,16
736,9
737,7
738,7
739,23
740,10
741,10
742,9
743,15
744,22
745,25
746,28
747,12
748,23
749,10
750,30
751,16
752,23
753,23
754,12
755,22
756,6
757,12
758,7
759,5
760,7
761,10
762,6
763,10
764,17
765,7
766,15
767,6
768,2
769,8
770,3
771,6
772,8
773,4
774,7
775,6
776,2
777,3
778,5
779,4
780,3
781,5
782,4
783,6
