0,1,62
1,1,23
2,1,75
3,1,43
4,1,169
5,1,35
6,1,27
7,1,42
8,1,25
9,10,54
10,10,51
11,10,52
12,10,71
13,10,40
14,10,59
15,10,54
16,10,44
17,10,74
18,10,87
19,10,76
20,10,74
21,10,80
22,10,66
23,10,87
24,10,62
25,10,41
26,10,55
27,10,66
28,10,87
29,10,90
30,10,69
31,10,49
32,10,77
33,10,64
34,10,81
35,10,57
36,10,56
37,10,69
38,10,62
39,10,75
40,10,84
41,10,58
42,10,105
43,10,83
44,10,93
45,10,53
46,10,63
47,10,79
48,10,75
49,10,84
50,10,75
51,10,57
52,10,60
53,10,75
54,10,74
55,10,119
56,10,77
57,10,73
58,10,60
59,10,101
60,10,76
61,10,71
62,10,80
63,10,70
64,10,102
65,10,50
66,10,66
67,10,80
68,10,136
69,10,65
70,10,87
71,10,72
72,10,92
73,10,87
74,10,75
75,10,77
76,10,56
77,10,64
78,10,92
79,10,58
80,10,96
81,10,71
82,10,108
83,10,69
84,10,107
85,10,124
86,10,88
87,10,65
88,10,95
89,10,65
90,10,89
91,10,64
92,10,57
93,10,91
94,10,106
95,10,63
96,10,72
97,10,75
98,10,67
99,10,67
100,10,83
101,10,43
102,10,68
103,10,96
104,10,92
105,10,80
106,10,88
107,10,115
108,10,107
109,10,125
110,10,87
111,10,71
112,10,109
113,10,82
114,10,86
115,10,64
116,10,99
117,10,80
118,10,84
119,10,101
120,10,133
121,10,82
122,10,120
123,10,92
124,10,110
125,10,105
126,10,95
127,10,55
128,10,109
129,10,76
130,10,80
131,10,82
132,10,84
133,10,108
134,10,96
135,10,78
136,10,76
137,10,96
138,10,107
139,10,96
140,10,103
141,10,141
142,10,76
143,10,100
144,10,92
145,10,118
146,10,117
147,10,65
148,10,94
149,10,63
150,10,103
151,10,100
152,10,101
153,10,79
154,10,96
155,10,67
156,10,87
157,10,71
158,10,79
159,10,93
160,10,107
161,10,67
162,10,93
163,10,101
164,10,119
165,10,86
166,10,84
167,10,81
168,10,126
169,10,121
170,10,91
171,10,152
172,10,116
173,10,161
174,10,108
175,10,83
176,10,103
177,10,78
178,10,134
179,10,79
180,10,69
181,10,87
182,10,106
183,10,107
184,10,102
185,10,93
186,10,86
187,10,98
188,10,122
189,10,102
190,10,94
191,10,95
192,10,74
193,10,84
194,10,71
195,10,99
196,10,142
197,10,132
198,10,217
199,10,186
200,10,151
201,10,99
202,10,97
203,10,109
204,10,113
205,10,160
206,10,116
207,10,84
208,10,72
209,10,104
210,10,102
211,10,90
212,10,85
213,10,85
214,10,90
215,10,63
216,10,180
217,10,90
218,10,129
219,10,55
220,10,114
221,10,85
222,10,92
223,10,100
224,10,93
225,10,115
226,10,127
227,10,100
228,10,150
229,10,116
230,10,105
231,10,117
232,10,113
233,10,108
234,10,154
235,10,137
236,10,105
237,10,97
238,10,125
239,10,113
240,10,91
241,10,151
242,10,105
243,10,104
244,10,121
245,10,125
246,10,81
247,10,121
248,10,127
249,10,118
250,10,123
251,10,146
252,10,195
253,10,158
254,10,138
255,10,84
256,10,74
257,10,84
258,4,50
259,10,80
260,10,101
261,10,70
262,10,48
263,10,62
264,10,65
265,10,70
266,10,65
267,10,55
268,10,51
269,10,70
270,10,83
271,10,52
272,10,54
273,10,72
274,10,47
275,10,70
276,10,80
277,10,58
278,10,71
279,10,85
280,10,94
281,10,73
282,10,66
283,10,61
284,10,80
285,10,67
286,10,69
287,10,85
288,10,74
289,10,89
290,10,60
291,10,78
292,10,81
293,10,67
294,10,77
295,10,93
296,10,75
297,10,90
298,10,62
299,10,88
300,10,83
301,10,83
302,10,147
303,10,56
304,10,77
305,10,48
306,10,119
307,10,70
308,10,85
309,10,99
310,10,70
311,10,116
312,10,80
313,10,82
314,10,97
315,10,95
316,10,102
317,10,54
318,10,70
319,10,69
320,10,73
321,10,90
322,10,101
323,10,58
324,10,80
325,10,83
326,10,97
327,10,63
328,10,101
329,10,55
330,10,78
331,10,121
332,10,67
333,10,67
334,10,102
335,10,77
336,10,68
337,10,72
338,10,74
339,10,65
340,10,93
341,10,69
342,10,79
343,10,123
344,10,93
345,10,98
346,10,76
347,10,96
348,10,83
349,10,84
350,10,64
351,10,85
352,10,91
353,10,99
354,10,80
355,10,57
356,10,71
357,10,58
358,10,72
359,10,96
360,10,93
361,10,82
362,10,113
363,10,95
364,10,88
365,10,97
366,10,85
367,10,124
368,10,118
369,10,94
370,10,115
371,10,104
372,10,112
373,10,119
374,10,71
375,10,103
376,10,90
377,10,82
378,10,104
379,10,102
380,10,99
381,10,90
382,10,121
383,10,117
384,10,89
385,10,67
386,10,113
387,10,79
388,10,137
389,10,117
390,10,108
391,10,86
392,10,118
393,10,89
394,10,115
395,10,78
396,10,134
397,10,139
398,10,97
399,10,73
400,10,127
401,10,66
402,10,74
403,10,111
404,10,64
405,10,66
406,10,93
407,10,88
408,10,89
409,10,120
410,10,56
411,10,95
412,10,75
413,10,118
414,10,109
415,10,110
416,10,103
417,10,109
418,10,89
419,10,131
420,10,133
421,10,146
422,10,111
423,10,148
424,10,89
425,10,78
426,10,81
427,10,92
428,10,91
429,10,89
430,10,67
431,10,105
432,10,87
433,10,112
434,10,100
435,10,110
436,10,93
437,10,97
438,10,82
439,10,146
440,10,57
441,10,84
442,10,88
443,10,126
444,10,119
445,10,126
446,10,85
447,10,147
448,10,90
449,10,111
450,10,116
451,10,92
452,10,94
453,10,148
454,10,124
455,10,120
456,10,77
457,10,104
458,10,140
459,10,141
460,10,134
461,10,145
462,10,69
463,10,90
464,10,73
465,10,115
466,10,133
467,10,70
468,10,126
469,10,111
470,10,104
471,10,100
472,10,118
473,10,79
474,10,140
475,10,151
476,10,85
477,10,89
478,10,134
479,10,84
480,10,121
481,10,93
482,10,121
483,10,84
484,10,87
485,10,116
486,10,139
487,10,74
488,10,95
489,10,99
490,10,112
491,10,140
492,10,77
493,10,111
494,10,108
495,10,120
496,10,136
497,10,115
498,10,88
499,10,126
500,10,101
501,10,83
502,10,74
503,10,90
504,10,158
505,10,82
506,10,104
507,10,115
508,10,145
509,10,90
510,10,119
511,10,104
512,10,72
513,10,60
514,10,117
515,10,147
516,10,163
517,10,117
518,10,111
519,10,192
520,10,119
521,10,86
522,10,69
523,10,67
524,10,88
525,10,76
526,10,47
527,10,58
528,10,78
529,10,65
530,10,51
