531,10,63
532,10,69
533,10,59
534,10,57
535,10,60
536,10,39
537,10,53
538,10,58
539,10,58
540,10,100
541,10,98
542,10,53
543,10,87
544,10,79
545,10,106
546,10,84
547,10,72
548,10,76
549,10,93
550,10,83
551,10,79
552,10,57
553,10,74
554,10,113
555,10,78
556,10,89
557,10,104
558,10,75
559,10,97
560,10,95
561,10,85
562,10,102
563,10,94
564,10,80
565,10,89
566,10,118
567,10,88
568,10,101
569,10,93
570,10,97
571,10,96
572,10,91
573,10,122
574,10,105
575,10,134
576,10,84
577,10,115
578,10,80
579,10,92
580,10,103
581,10,105
582,10,109
583,10,125
584,10,120
585,10,118
586,10,89
587,10,88
588,10,106
589,10,133
590,10,118
591,10,123
592,10,88
593,10,83
594,10,104
595,10,108
596,10,74
597,10,103
598,10,77
599,10,120
600,10,104
601,10,106
602,10,84
603,10,112
604,10,103
605,10,90
606,10,89
607,10,79
608,10,82
609,10,153
610,10,94
611,10,135
612,10,142
613,10,120
614,10,121
615,10,119
616,10,106
617,10,113
618,10,103
619,10,90
620,10,127
621,10,94
622,10,115
623,10,125
624,10,111
625,10,112
626,10,83
627,10,112
628,10,92
629,10,123
630,10,75
631,10,97
632,10,91
633,10,125
634,10,132
635,10,79
636,10,109
637,10,101
638,10,98
639,10,136
640,10,71
641,10,108
642,10,123
643,10,124
644,10,107
645,10,96
646,10,141
647,10,103
648,10,89
649,10,131
650,10,150
651,10,90
652,10,95
653,10,114
654,10,104
655,10,184
656,10,90
657,10,108
658,10,108
659,10,117
660,10,148
661,10,135
662,10,153
663,10,153
664,10,171
665,10,135
666,10,104
667,10,121
668,10,84
669,10,100
670,10,135
671,10,135
672,10,160
673,10,127
674,10,99
675,10,174
676,10,88
677,10,126
678,10,128
679,10,167
680,10,133
681,10,113
682,10,93
683,10,132
684,10,118
685,10,171
686,10,161
687,10,102
688,10,80
689,10,93
690,10,115
691,10,109
692,10,134
693,10,119
694,10,155
695,10,156
696,10,143
697,10,74
698,10,146
699,10,110
700,10,136
701,10,158
702,10,122
703,10,127
704,10,143
705,10,113
706,10,117
707,10,108
708,10,112
709,10,92
710,10,98
711,10,99
712,10,88
713,10,118
714,10,112
715,10,124
716,10,174
717,10,88
718,10,103
719,10,93
720,10,127
721,10,117
722,10,161
723,10,109
724,10,105
725,10,99
726,10,94
727,10,98
728,10,99
729,10,104
730,10,159
731,10,125
732,10,134
733,10,141
734,10,128
735,10,124
736,10,133
737,10,107
738,10,170
739,10,151
740,10,133
741,10,95
742,10,105
743,10,155
744,10,164
745,10,372
746,10,212
747,10,225
748,10,178
749,10,172
750,10,136
751,10,119
752,10,139
753,10,147
754,10,178
755,10,134
756,10,128
757,10,109
758,10,102
759,10,126
760,10,150
761,10,168
762,10,154
763,10,116
764,10,113
765,10,128
766,10,123
767,10,66
768,10,64
769,10,95
770,10,109
771,10,76
772,10,79
773,10,92
774,10,80
775,10,100
776,10,90
777,10,82
778,10,90
779,10,87
780,10,86
781,10,98
782,10,106
783,10,81
